Column1,Day,Total_Daily_Consumption,LCLid,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,Bank holidays,Type,holiday_ind
545,5/20/2013,48351.196,5361,9.019062861,16.22,357,9.39,0.79,4.21,1015.56,13.49,10.78,0.78,10.1,16.22,4,10.1,12.01,13.49,12.01,0.36,,,0
546,5/21/2013,46994.70801,5362,8.764399106,14.02,309,5.89,0.74,3.25,1018.45,14.02,11.68,0.7,3.51,14.02,4,6.27,9.58,14.02,7.13,0.4,,,0
547,5/22/2013,47299.48699,5360,8.824531155,10.26,316,1.88,0.49,4.18,1013.55,10.26,12.54,0.65,1.79,10.26,6,5.43,6.27,10.26,3.51,0.44,,,0
548,5/23/2013,47683.312,5356,8.902784167,8.21,301,4.4,0.65,2.24,1009.4,6.24,11.89,0.84,3.19,6.24,4,5.64,5.43,8.21,1.79,0.47,,,0
549,5/24/2013,51219.03899,5359,9.557573987,14.87,359,3.72,0.32,3.46,1020.26,14.87,12.21,0.67,4.49,14.87,5,6.24,5.64,14.87,3.19,0.51,,,0
550,5/25/2013,47784.39,5359,8.91666169,18.82,288,3.14,0.34,2.79,1018.43,18.82,14.76,0.55,4.68,18.82,6,6.32,6.24,18.82,4.49,0.55,,,0
551,5/26/2013,45997.98299,5358,8.584916572,17.28,212,4.06,0.29,4.34,1009.15,17.28,13.63,0.58,9.29,17.28,6,9.97,6.32,17.28,4.68,0.59,,,0
552,5/27/2013,45846.576,5358,8.556658454,12.13,130,8.67,0.67,1.48,1000.65,11.88,9.37,0.86,7.59,12.13,4,8.38,9.78,11.88,9.12,0.62,5/27/2013 0:00,Spring bank holiday,1
553,5/28/2013,48188.76,5357,8.99547508,12.79,310,8.79,0.76,2.14,1004.27,12.79,9.24,0.87,10.79,12.79,4,10.79,8.38,12.79,7.59,0.66,,,0
554,5/29/2013,48823.934,5358,9.112343038,14.69,351,10.28,0.94,3.44,1010.33,14.69,8.71,0.86,11.27,14.69,4,11.27,10.79,14.69,10.79,0.7,,,0
555,5/30/2013,48466.172,5355,9.050639029,21.68,340,10.44,0.54,3.45,1017.87,21.68,10.59,0.72,10.77,21.68,6,10.77,11.27,21.68,11.27,0.73,,,0
556,5/31/2013,45172.681,5357,8.432458652,17.34,334,7.56,0.38,3.35,1022.85,17.34,12.7,0.65,8.97,17.34,5,9.72,10.77,17.34,10.77,0.77,,,0
557,6/1/2013,45397.031,5356,8.47592065,18.83,351,5.82,0.27,2.4,1028.53,18.83,13.42,0.59,7.24,18.83,5,7.24,9.72,18.83,8.97,0.8,,,0
558,6/2/2013,46771.587,5353,8.737453204,18.66,62,6.34,0.26,2.84,1031.47,18.66,13.28,0.66,6.1,18.66,6,7.64,7.24,18.66,7.24,0.84,,,0
559,6/3/2013,43445.219,5355,8.113019421,20.07,44,6.01,0.27,4.16,1027,20.07,14.65,0.6,6.8,20.07,7,8.96,7.64,20.07,6.1,0.87,,,0
560,6/4/2013,42933.613,5354,8.018978895,19.64,54,8.12,0.56,3.59,1021.53,19.64,13.31,0.71,6.66,19.64,5,8.73,8.96,19.64,6.8,0.9,,,0
561,6/5/2013,42889.653,5353,8.012264711,20.88,58,8.33,0.23,4.28,1021.53,20.88,13.34,0.68,10.02,20.88,3,10.02,8.73,20.88,6.66,0.93,6/5/2013 0:00,Early May bank holiday,1
562,6/6/2013,42638.736,5352,7.966878923,19.64,54,8.24,0.38,4.3,1023,19.64,14.39,0.66,6.88,19.64,6,9.16,10.02,19.64,10.02,0.97,,,0
563,6/7/2013,43110.53799,5349,8.059550943,17.06,46,7.26,0.36,5.44,1021.44,17.06,12.44,0.69,10.29,17.06,6,10.29,9.16,17.06,6.88,0.99,,,0
564,6/8/2013,44226.071,5348,8.269646783,14.17,48,7.13,0.89,4.59,1016.69,14.17,12.38,0.72,10.61,14.17,4,10.61,10.29,14.17,10.29,0.03,,,0
565,6/9/2013,48900.165,5346,9.147056678,14.56,79,6.35,0.95,1.67,1015.7,14.56,12.55,0.68,6.87,14.56,4,8.16,10.61,14.56,10.61,0.06,,,0
566,6/10/2013,45814.023,5342,8.576192999,16.96,172,10.87,0.61,3,1013.81,16.96,10.46,0.83,14.16,16.96,4,14.16,8.16,16.96,6.87,0.09,,,0
567,6/11/2013,45195.473,5343,8.458819577,16.96,211,13.22,0.93,5.94,1011.39,17.01,10.86,0.86,13.03,17.01,5,13.03,14.16,16.96,14.16,0.12,,,0
568,6/12/2013,46263.922,5338,8.666901835,17.59,234,10.14,0.78,6.8,1011.04,17.59,11.94,0.75,7.72,17.59,5,9.13,12.96,17.59,12.96,0.15,,,0
569,6/13/2013,45641.211,5342,8.543843317,18.81,205,8.18,0.45,4.12,1016.14,18.81,13.05,0.69,11.01,18.81,5,11.01,9.13,18.81,7.72,0.18,,,0
570,6/14/2013,43819.093,5341,8.204286276,16.27,228,9.15,0.42,6.04,1008.6,16.27,12.18,0.74,11.46,16.27,5,11.46,11.01,16.27,11.01,0.21,,,0
571,6/15/2013,46185.26,5338,8.652165605,17.34,216,8.74,0.42,3.05,1013.64,17.34,12.62,0.71,12.87,17.34,5,12.87,11.46,17.34,11.46,0.25,,,0
572,6/16/2013,47121.385,5339,8.825882188,20.4,69,9.59,0.5,4.6,1014.05,20.4,15.08,0.66,13.33,20.4,5,13.33,12.87,20.4,12.87,0.28,,,0
573,6/17/2013,43902.503,5338,8.224522855,20.33,85,13.19,0.4,0.97,1014.27,20.37,10.81,0.78,15.83,20.37,6,15.81,13.33,20.33,13.33,0.31,,,0
574,6/18/2013,43804.634,5338,8.206188459,25.56,31,15.19,0.31,0.95,1014.65,25.56,9.82,0.76,16.22,25.56,6,16.22,15.81,25.56,15.83,0.35,,,0
575,6/19/2013,42883.31,5339,8.032086533,20.19,102,14.68,0.47,1.34,1012.05,20.2,6.71,0.81,14.11,20.2,4,14.11,16.22,20.19,16.22,0.39,,,0
576,6/20/2013,43769.77,5338,8.199657175,20.38,231,13.56,0.55,3.59,1010.05,20.38,10.03,0.81,12.01,20.38,5,12.01,14.11,20.38,14.11,0.42,,,0
577,6/21/2013,43134.513,5337,8.082164699,17.54,218,11.12,0.67,6.78,1007.11,17.54,11.33,0.81,13.07,17.54,5,13.07,12.01,17.54,12.01,0.46,,,0
578,6/22/2013,44909.714,5338,8.413209816,16.51,257,10.42,0.7,6.28,1009.25,16.51,12.38,0.76,10.62,16.51,5,10.62,12.62,16.51,12.62,0.51,,,0
579,6/23/2013,48059.872,5335,9.008410872,16.1,290,7.04,0.52,4.16,1021.79,16.1,12.89,0.66,11.26,16.1,5,11.26,10.62,16.1,10.62,0.54,,,0
580,6/24/2013,44903.111,5333,8.419859554,18.76,319,6.54,0.42,1.95,1028.61,18.76,14.24,0.57,10.14,18.76,6,10.14,11.26,18.76,11.26,0.58,,,0
581,6/25/2013,42825.056,5335,8.027189503,20.61,295,8.75,0.42,1.98,1029.89,20.61,13.53,0.64,12.2,20.61,6,12.2,10.14,20.61,10.14,0.61,,,0
582,6/26/2013,42881.584,5336,8.036278861,19.23,298,9.39,0.54,2.69,1026.49,19.23,12.13,0.69,12.56,19.23,5,12.56,12.2,19.23,12.2,0.65,,,0
583,6/27/2013,43255.82,5338,8.103375796,20.16,277,13.92,0.93,3.46,1019.73,20.25,10.35,0.87,13.42,20.25,4,13.42,12.56,20.16,12.56,0.69,,,0
584,6/28/2013,44240.87,5336,8.291017616,21.19,312,9.2,0.35,3.36,1022.39,21.19,13.23,0.61,14.92,21.19,5,14.92,13.42,21.19,13.42,0.72,,,0
585,6/29/2013,43248.40701,5334,8.108062806,25.17,251,13.17,0.32,4.28,1021.6,25.17,12.7,0.67,13.89,25.17,5,13.89,14.92,25.17,14.92,0.75,,,0
586,6/30/2013,45147.127,5335,8.4624418,19.78,262,9.34,0.44,3.94,1017.04,19.78,12.73,0.63,11.84,19.78,5,11.84,13.89,19.78,13.89,0.79,,,0
587,7/1/2013,43296.245,5335,8.115509841,17.5,203,9.93,0.6,3.08,1011.64,17.5,13.13,0.72,14.31,17.5,5,14.31,11.84,17.5,11.84,0.82,,,0
588,7/2/2013,44011.509,5336,8.24803392,19.69,257,13,0.83,3.67,1008.35,19.69,11.86,0.79,12.48,19.69,5,12.48,14.31,19.69,14.31,0.85,,,0
589,7/3/2013,43704.183,5333,8.195046503,22.89,240,13.32,0.44,3.97,1019.37,22.89,11.93,0.76,12.63,22.89,5,12.63,12.48,22.89,12.48,0.88,,,0
590,7/4/2013,42716.339,5330,8.014322514,24.62,116,11.66,0.29,0.63,1028.43,24.62,13.18,0.65,13.48,24.62,6,13.48,12.63,24.62,12.63,0.91,,,0
591,7/5/2013,42418.1345,5322,7.970337185,26.47,113,12.57,0.12,1.34,1029.5,26.47,12.89,0.63,14.99,26.47,7,14.99,13.48,26.47,13.48,0.94,,,0
592,7/6/2013,42522.758,5317,7.997509498,27.28,71,13.97,0.12,2.5,1031.56,27.28,10.98,0.66,14.99,27.28,6,14.99,14.99,27.28,14.99,0.97,,,0
593,7/7/2013,44335.075,5316,8.339931338,25.18,54,12.9,0.14,3.92,1032.66,25.18,13.5,0.65,12.01,25.18,6,12.01,14.99,25.18,14.99,0.01,,,0
594,7/8/2013,42360.639,5316,7.968517494,25.61,51,8.84,0.13,3.27,1028.39,25.61,14.68,0.57,13.54,25.61,6,13.54,12.01,25.61,12.01,0.04,,,0
595,7/9/2013,41787.025,5313,7.8650527,23.19,41,11.16,0.22,3.88,1025.5,23.19,13.39,0.64,11.99,23.19,6,11.99,13.36,23.19,13.36,0.07,,,0
596,7/10/2013,41692.409,5313,7.847244307,21.69,50,8.64,0.37,3.65,1025.45,21.69,13.94,0.64,12.01,21.69,6,12.01,11.99,21.69,11.99,0.1,,,0
597,7/11/2013,41310.23,5316,7.770923627,23.92,54,11.49,0.39,1.84,1025.08,23.92,13.73,0.7,15.01,23.92,6,15.01,12.01,23.92,12.01,0.13,,,0
598,7/12/2013,41510.433,5311,7.815935418,29.16,52,15.26,0.11,0.86,1023.97,29.24,12.65,0.67,17.28,29.24,7,17.28,15.01,29.16,15.01,0.16,,,0
599,7/13/2013,42184.634,5311,7.942879684,27.83,321,14.39,0.27,0.86,1023.66,27.83,12.5,0.61,17.96,27.83,5,17.96,17.28,27.83,17.28,0.2,,,0
600,7/14/2013,44223.858,5309,8.329978904,29.3,336,9.74,0.4,0.84,1023.14,29.3,14.66,0.45,17.03,29.3,5,17.03,17.96,29.3,17.96,0.23,,,0
601,7/15/2013,42817.288,5308,8.066557649,29.2,187,13.56,0.46,0.48,1022.88,29.2,14.87,0.56,17.14,29.2,5,17.14,17.03,29.2,17.03,0.27,,,0
602,7/16/2013,42604.404,5310,8.023428249,30.28,119,13.46,0.23,1.24,1023.84,30.28,14.52,0.54,17.5,30.28,6,17.5,17.14,30.28,17.14,0.3,,,0
603,7/17/2013,42858.959,5309,8.072887361,27.56,65,13.54,0.18,3.24,1026.15,27.56,14.02,0.6,15.62,27.56,6,15.62,17.5,27.56,17.5,0.34,,,0
604,7/18/2013,42464.652,5308,8.000122834,27.27,70,12.44,0.18,4.26,1025.17,27.27,15.16,0.57,16.34,27.27,6,16.34,15.62,27.27,15.62,0.38,,,0
605,7/19/2013,41817.808,5309,7.876776794,22.49,63,14.4,0.51,4.37,1023.47,22.49,12.42,0.74,16.84,22.49,5,16.84,16.34,22.49,16.34,0.41,,,0
606,7/20/2013,42544.01,5309,8.013563759,26.03,70,14.71,0.51,3.44,1019.71,26.07,11.64,0.71,17.29,26.07,5,17.21,16.84,26.03,16.84,0.45,,,0
607,7/21/2013,43476.162,5306,8.193773464,32.16,113,15.81,0.28,1.62,1016.02,32.16,11.3,0.63,19.64,32.16,4,19.29,17.21,32.16,17.29,0.48,,,0
608,7/22/2013,43396.91899,5306,8.178838861,27.13,147,17.61,0.37,1.84,1013.38,28,12.1,0.74,15.59,28,5,15.59,19.29,27.13,19.64,0.53,,,0
609,7/23/2013,43609.262,5304,8.22195739,26.24,231,14.13,0.34,3.59,1014.24,26.24,12.89,0.67,16.86,26.24,6,16.63,15.59,26.24,15.59,0.57,,,0
610,7/24/2013,41762.48,5300,7.879713207,25.13,202,15.38,0.45,3.05,1012.93,25.13,12.1,0.74,15.26,25.13,4,15.26,16.63,25.13,16.86,0.6,,,0
611,7/25/2013,42269.867,5301,7.973942086,26.19,221,12.7,0.37,1.6,1012.42,26.19,13.2,0.62,14.82,26.19,4,14.82,15.26,26.19,15.26,0.64,,,0
612,7/26/2013,41272.616,5297,7.791696433,27.28,119,13.92,0.26,0.63,1006.91,27.37,11.96,0.68,15.34,27.37,6,15.34,14.82,27.28,14.82,0.67,,,0
613,7/27/2013,42765.641,5297,8.073558807,23.14,215,13.99,0.44,5.02,1006.68,23.14,11.72,0.73,16.48,23.14,6,16.48,15.34,23.14,15.34,0.71,,,0
614,7/28/2013,43384.084,5296,8.191858762,22.36,216,14.19,0.55,5.42,1011.33,22.36,12.3,0.75,15.77,22.36,5,15.77,16.48,22.36,16.48,0.74,,,0
615,7/29/2013,41870.498,5295,7.907553919,20.91,219,15.21,0.49,3.99,1013.58,21.02,11.12,0.86,16.49,21.02,4,16.49,15.64,20.91,15.7,0.77,,,0
616,7/30/2013,42351.032,5294,7.999817151,23.56,223,15.78,0.55,4.47,1015.34,23.77,11.97,0.8,17.18,23.77,4,16.98,16.49,23.56,16.49,0.8,,,0
617,7/31/2013,42139.056,5294,7.959776351,32.4,159,16.92,0.2,3.68,1009.49,32.42,14.08,0.65,17.44,32.42,5,17.41,16.98,32.4,17.18,0.83,,,0
618,8/1/2013,41868.869,5291,7.913224154,24.64,214,15.13,0.42,3.89,1008.75,24.68,12.67,0.71,15.36,24.68,4,15.36,17.41,24.64,17.44,0.86,,,0
619,8/2/2013,42222.882,5289,7.983150312,23.17,220,13.17,0.34,4.85,1014.89,23.17,12.71,0.71,14.79,23.17,4,14.79,15.36,23.17,15.36,0.89,,,0
620,8/3/2013,40935.213,5288,7.741152231,22.98,209,12.82,0.43,4.52,1019.02,22.98,12.67,0.7,17.05,22.98,4,17.05,14.79,22.98,14.79,0.92,,,0
621,8/4/2013,42674.848,5286,8.073183504,22.72,190,14.37,0.54,3.13,1012.36,22.72,12.59,0.76,12.23,22.72,4,12.23,16.23,22.72,16.37,0.95,,,0
622,8/5/2013,42316.67399,5289,8.00088372,22.11,287,10.77,0.41,1.35,1015.69,22.11,13.53,0.68,14.97,22.11,4,14.97,12.23,22.11,12.23,0.98,,,0
623,8/6/2013,40768.549,5285,7.714011164,21.49,50,10.71,0.37,2.95,1014.33,21.49,13.49,0.64,11.83,21.49,4,11.83,14.97,21.49,14.97,0.02,,,0
624,8/7/2013,40310.156,5281,7.633053588,23.81,237,10.42,0.3,1.47,1019.26,23.81,13.52,0.63,15.72,23.81,6,15.68,11.83,23.81,11.83,0.05,,,0
625,8/8/2013,40482.323,5280,7.667106629,23.85,261,12.55,0.48,3,1018.82,23.85,12.42,0.67,14.1,23.85,5,14.1,15.68,23.85,15.72,0.08,,,0
626,8/9/2013,40622.973,5280,7.693744887,21.73,278,8.98,0.49,2.82,1021.99,21.73,14.42,0.57,15.42,21.73,5,15.42,14.1,21.73,14.1,0.11,,,0
627,8/10/2013,40681.17,5281,7.703308086,22.76,261,10.78,0.45,3.8,1018.13,22.76,13.97,0.62,13.57,22.76,5,13.57,15.42,22.76,15.42,0.15,,,0
628,8/11/2013,42357.616,5283,8.017720235,20.39,281,8.99,0.41,3.6,1016.89,20.39,14.11,0.61,11.46,20.39,4,11.46,13.57,20.39,13.57,0.18,,,0
629,8/12/2013,41075.694,5278,7.782435393,19.8,281,9.51,0.43,3.63,1021.59,19.8,13.5,0.69,11.04,19.8,4,11.04,11.46,19.8,11.46,0.22,,,0
630,8/13/2013,40824.086,5277,7.736230056,22.04,231,12.3,0.39,2.79,1022.81,22.04,12.23,0.78,16.31,22.04,4,16.16,11.04,22.04,11.04,0.25,,,0
631,8/14/2013,40704.049,5279,7.710560522,23.46,225,15.78,0.55,4.44,1018.77,23.46,10.88,0.79,16.98,23.46,4,16.98,16.64,23.46,16.78,0.29,,,0
632,8/15/2013,41179.76,5279,7.80067437,21.66,215,15.74,0.51,3.86,1015.02,21.73,11.81,0.84,14.12,21.73,3,14.12,16.98,21.66,16.98,0.33,,,0
633,8/16/2013,41462.113,5278,7.855648541,20.22,219,13.68,0.57,5.13,1012.65,20.22,11.1,0.82,15.92,20.22,3,15.92,14.12,20.22,14.12,0.37,,,0
634,8/17/2013,42201.613,5270,8.007896205,22.42,240,13.61,0.57,4.45,1009.48,22.42,12.76,0.73,12.68,22.42,3,12.68,15.92,22.42,15.92,0.4,,,0
635,8/18/2013,43163.697,5262,8.20290707,22.02,292,9.32,0.27,3.25,1019.36,22.02,14.13,0.59,12.16,22.02,3,12.16,12.68,22.02,12.68,0.44,,,0
636,8/19/2013,41085.04,5261,7.809359437,23.53,235,9.7,0.37,1.6,1027.38,23.53,15.13,0.6,12.78,23.53,4,12.78,12.16,23.53,12.16,0.48,,,0
637,8/20/2013,40333.487,5265,7.660681291,25.57,231,11.59,0.38,2.36,1023.87,25.57,14.9,0.64,16.81,25.57,4,16.54,12.72,25.57,12.72,0.52,,,0
638,8/21/2013,40445.902,5266,7.68057387,21.13,132,16.62,0.36,1.09,1019.89,21.34,11.3,0.9,16.49,21.34,3,16.34,16.54,21.13,16.81,0.55,,,0
639,8/22/2013,42334.748,5263,8.043843436,26.03,107,15.58,0.11,3.34,1014.88,26.03,9.96,0.75,17.41,26.03,4,17.13,16.34,26.03,16.49,0.59,,,0
640,8/23/2013,41079.668,5253,7.820229963,19.51,310,15.99,0.56,2.57,1010.79,18.79,5.58,0.9,13.18,19.59,3,13.18,14.94,18.51,14.94,0.62,,,0
641,8/24/2013,43389.09899,5251,8.263016377,22.74,18,14.34,0.5,2.66,1012.96,22.74,10.07,0.83,16.37,22.74,4,16.37,13.18,22.74,13.18,0.66,,,0
642,8/25/2013,42626.035,5251,8.117698534,24.32,42,13.13,0.38,2.65,1018.33,24.32,11.27,0.69,12.82,24.32,4,12.82,16.37,24.32,16.37,0.69,,,0
643,8/26/2013,42010.85,5250,8.002066666,22.78,3,10.67,0.23,1.89,1018.6,22.78,11.3,0.69,12.45,22.78,4,12.45,12.82,22.78,12.82,0.72,8/26/2013 0:00,Summer bank holiday,1
644,8/27/2013,41429.719,5251,7.889872215,23.38,358,11.23,0.37,0.85,1022.24,23.38,11.52,0.69,14.16,23.38,4,14.16,12.45,23.38,12.45,0.75,,,0
645,8/28/2013,41020.245,5252,7.810404608,23.19,257,9.62,0.31,2.75,1021.8,23.19,11.65,0.56,15.34,23.19,4,15.34,14.16,23.19,14.16,0.78,,,0
646,8/29/2013,40691.384,5252,7.747788271,24.03,249,12.18,0.31,3.91,1019.63,24.03,12.78,0.64,14.22,24.03,3,14.22,15.34,24.03,15.34,0.81,,,0
647,8/30/2013,41254.722,5252,7.855049886,19.87,333,8.51,0.12,3.37,1025.01,19.87,13.86,0.6,10.17,19.87,4,10.17,14.22,19.87,14.22,0.84,,,0
648,8/31/2013,41602.571,5250,7.924299238,21.07,272,8.36,0.33,3.36,1029.46,21.07,14.79,0.63,11.88,21.07,3,11.88,10.17,21.07,10.17,0.87,,,0
649,9/1/2013,44193.86899,5249,8.419483519,24.94,278,12.37,0.33,3.28,1027,24.94,14.03,0.7,14.04,24.94,3,14.04,11.88,24.94,11.88,0.9,,,0
650,9/2/2013,42140.852,5251,8.025300323,23.92,238,14.63,0.33,0.5,1027.04,23.92,12.67,0.76,14.09,23.92,3,14.09,14.04,23.92,14.04,0.93,,,0
651,9/3/2013,42119.397,5251,8.021214435,27.04,119,14.8,0.1,1.86,1021.14,27.31,11.2,0.75,15.54,27.31,4,15.46,14.09,27.04,14.09,0.96,,,0
652,9/4/2013,42150.366,5249,8.030170698,28.49,316,15.23,0.12,0.78,1011.32,28.59,9.08,0.71,15.05,28.59,4,15.05,15.46,28.49,15.54,0.99,,,0
653,9/5/2013,42356.766,5248,8.071030106,18.32,238,12.51,0.39,1.92,1008.5,17.04,11.17,0.81,11.39,18.32,2,11.39,13.26,17.04,13.26,0.03,,,0
654,9/6/2013,43524.046,5243,8.30136296,17.7,195,9.56,0.26,3.43,1013.82,17.7,12.6,0.75,9.13,17.7,4,9.13,11.39,17.7,11.39,0.06,,,0
655,9/7/2013,43597.749,5244,8.313834667,16.86,211,8.91,0.37,2.74,1017.99,16.86,12.57,0.8,8.03,16.86,2,9.2,9.13,16.86,9.13,0.1,,,0
656,9/8/2013,46375.769,5246,8.840215211,10.63,264,8.26,0.03,1.61,1018.08,10.29,10.3,0.88,7.53,10.63,4,9.38,9.2,10.29,8.03,0.13,,,0
657,9/9/2013,46098.172,5245,8.788974642,16.65,312,8.89,0.64,4.22,1020.2,16.65,11.54,0.77,12.47,16.65,2,12.47,9.38,16.65,7.53,0.17,,,0
658,9/10/2013,45710.317,5243,8.718351516,16.49,322,9.98,0.75,4.01,1020.96,16.49,11.72,0.77,12.58,16.49,2,12.58,12.47,16.49,12.47,0.21,,,0
659,9/11/2013,46326.006,5241,8.839153978,18.02,253,12.51,0.72,1.24,1019.29,18.02,9.24,0.87,15.33,18.02,2,15.33,12.58,18.02,12.58,0.24,,,0
660,9/12/2013,44858.845,5237,8.565752339,18.09,255,15.51,1,0.97,1017.09,18.3,5.91,0.95,7.1,18.3,2,9.3,14.78,18.09,14.82,0.28,,,0
661,9/13/2013,46239.589,5237,8.829404047,13.85,335,9.98,0.69,2.95,1015.54,13.85,9.64,0.89,5.13,13.85,2,6.72,9.3,13.85,7.1,0.32,,,0
662,9/14/2013,48662.113,5237,9.291982624,15.36,233,9.32,0.41,4.65,1010.26,14.82,9.93,0.86,5.59,15.36,2,8.24,6.72,14.82,5.13,0.36,,,0
663,9/15/2013,51764.038,5234,9.889957585,14.08,266,5.26,0.31,5.55,1002.85,14.08,13.55,0.67,5.6,14.08,2,8.19,8.24,14.08,5.59,0.39,,,0
664,9/16/2013,46848.961,5233,8.952600994,13.7,243,8.37,0.61,3.33,1000.28,13.08,11.44,0.84,10.77,13.7,2,10.77,8.19,13.08,5.6,0.43,,,0
665,9/17/2013,48356.389,5232,9.242429091,15.18,302,8.8,0.61,3.44,1003.41,15.18,11.18,0.78,6.46,15.18,2,8.33,10.77,15.18,10.77,0.46,,,0
666,9/18/2013,46463.736,5233,8.878986432,15.84,239,9.46,0.49,3.76,1010.33,15.86,11.99,0.84,8.16,15.86,2,9.84,8.33,15.84,6.46,0.49,,,0
667,9/19/2013,47636.15799,5225,9.116968037,18.41,276,9.13,0.51,2.45,1017.72,18.41,12.5,0.75,10.33,18.41,2,10.33,9.84,18.41,8.16,0.54,,,0
668,9/20/2013,45972.9275,5225,8.798646411,18.18,220,12.37,0.56,2.8,1024.26,18.24,10.83,0.87,16.61,18.24,2,16.43,10.33,18.18,10.33,0.57,,,0
669,9/21/2013,47219.282,5220,9.045839464,18.84,253,15.16,0.69,1.96,1027.75,18.89,10.57,0.9,13.03,18.89,2,13.03,14.25,18.84,14.25,0.6,,,0
670,9/22/2013,49646.827,5219,9.512708756,19.64,135,13.87,0.52,0.88,1024.98,19.64,9.43,0.89,11.53,19.64,2,11.53,13.03,19.64,13.03,0.64,,,0
671,9/23/2013,46023.78099,5219,8.818505651,21.47,93,13.61,0.17,1.18,1016.64,21.47,4.39,0.89,13.67,21.47,3,13.67,11.53,21.47,11.53,0.67,,,0
672,9/24/2013,44462.886,5220,8.517794253,20.87,73,14.34,0.36,0.51,1011.86,20.87,3.75,0.86,13.96,20.87,2,13.96,13.67,20.87,13.67,0.7,,,0
673,9/25/2013,44673.782,5220,8.558195785,18.88,73,11.82,0.51,3.1,1016.43,18.88,10.07,0.79,10.58,18.88,2,10.58,13.12,18.88,13.12,0.73,,,0
674,9/26/2013,44338.337,5220,8.493934291,16.99,85,10.18,0.36,3.45,1016.27,16.99,13.39,0.8,12.43,16.99,2,12.43,10.58,16.99,10.58,0.76,,,0
675,9/27/2013,44472.996,5216,8.52626457,18.36,81,11.73,0.17,4.46,1009.88,18.36,9.78,0.81,13.57,18.36,2,13.57,12.43,18.36,12.43,0.79,,,0
676,9/28/2013,46951.956,5219,8.996351025,17.36,70,11.37,0.45,4.76,1006.89,17.36,12.25,0.79,13.44,17.36,2,13.44,13.44,17.36,13.44,0.82,,,0
677,9/29/2013,49271.81,5219,9.440852654,18.81,84,11.64,0.37,3.68,1006.77,18.81,12.6,0.79,11.76,18.81,2,11.76,13.21,18.81,13.21,0.85,,,0
678,9/30/2013,46156.72799,5218,8.845674203,17.28,96,11.33,0.54,4.02,1009.02,17.28,9.11,0.82,13.62,17.28,2,13.62,11.76,17.28,11.76,0.88,,,0
679,10/1/2013,46467.69999,5210,8.918944337,19.02,120,13.64,0.59,3.51,1010.58,19.1,7.87,0.87,14.03,19.1,2,14.03,13.62,19.02,13.62,0.91,,,0
680,10/2/2013,46532.087,5211,8.929588754,18.45,124,14.91,0.43,3.37,1008.9,18.68,7.03,0.93,16.82,18.68,2,16.62,14.03,18.45,14.03,0.94,,,0
681,10/3/2013,46260.501,5209,8.880879439,20.82,208,15.39,0.62,4.04,1009.01,20.84,11.68,0.87,13.67,20.84,1,13.67,15.23,20.82,15.23,0.98,,,0
682,10/4/2013,45333.318,5209,8.702883087,17.94,279,13.26,0.49,1.58,1019.72,17.94,11.91,0.87,8.76,17.94,1,8.76,13.67,17.94,13.67,0.01,,,0
683,10/5/2013,47665.25299,5208,9.152314323,19.19,237,10.39,0.41,1.53,1025.61,19.19,11.14,0.82,10.37,19.19,1,10.37,8.76,19.19,8.76,0.05,,,0
684,10/6/2013,48815.68299,5206,9.376811946,18.57,234,12.14,0.47,2.43,1025.51,18.57,8.71,0.87,13.36,18.57,1,13.36,10.37,18.57,10.37,0.08,,,0
685,10/7/2013,46587.56499,5206,8.948821551,19.62,250,13.79,0.55,3.13,1024.75,19.62,10.3,0.85,13.51,19.62,1,13.51,13.36,19.62,13.36,0.12,,,0
686,10/8/2013,45642.462,5205,8.768964841,16.48,287,9.58,0.55,3.89,1019.97,16.48,12.46,0.76,4.19,16.48,1,7.6,9.04,16.48,6.37,0.16,,,0
687,10/9/2013,46528.142,5204,8.940842045,11.82,330,3.67,0.45,6.07,1018.36,11.82,12.41,0.68,5.62,11.82,1,8.66,7.6,11.82,4.19,0.19,,,0
688,10/10/2013,48399.36599,5207,9.295057806,13.16,13,8.97,0.77,5.86,1017.55,13.16,10.25,0.86,7.61,13.16,1,9.39,8.66,13.16,5.62,0.23,,,0
689,10/11/2013,51432.264,5209,9.873730851,14.17,49,8.53,0.43,2.36,1018.13,14.17,10.62,0.83,7.43,14.17,1,8.46,8.46,14.17,7.6,0.27,,,0
690,10/12/2013,49981.3,5208,9.597023809,11.47,281,8.92,0.58,3.78,1010.8,11.47,9.38,0.92,6.28,11.47,1,8.62,8.87,11.47,6.46,0.31,,,0
691,10/13/2013,57096.84299,5206,10.9675073,11.34,239,8.1,0.66,3.71,1007.43,11.34,9.69,0.91,6.51,11.34,1,8.75,8.62,11.34,6.28,0.34,,,0
692,10/14/2013,52210.615,5205,10.03085783,12.58,289,8.44,0.45,2.97,1010.38,12.58,9.27,0.88,6.42,12.58,1,6.76,8.75,12.58,6.51,0.38,,,0
693,10/15/2013,50149.861,5201,9.64234974,14.87,194,8.97,0.44,1.84,1010.46,14.87,7.15,0.91,11.82,14.87,1,11.82,6.76,14.87,6.42,0.42,,,0
