Column1,Day,Total_Daily_Consumption,LCLid,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,Bank holidays,Type,holiday_ind
150,4/20/2012,17916.422,1742,10.28497245,12.45,261,3.41,0.35,3.63,997,12.45,12.76,0.73,2.21,12.45,4,4.76,3.78,12.45,1.57,0.01,,,0
151,4/21/2012,18058.705,1764,10.23736111,14.03,239,4.69,0.29,4.35,1002.51,14.03,13.12,0.78,4.53,14.03,4,6.89,4.76,14.03,2.21,0.04,,,0
152,4/22/2012,18821.714,1763,10.67595802,9.67,130,5.63,0.63,2.4,995.32,7.28,11.68,0.86,4.03,7.28,4,6.99,6.89,9.67,4.53,0.07,,,0
153,4/23/2012,18552.971,1813,10.23329895,12.48,329,4.68,0.57,2.91,996.88,12.48,11.75,0.76,2.27,12.48,4,6.55,6.99,12.48,4.03,0.1,,,0
154,4/24/2012,18690.739,1863,10.03260279,11.94,157,6.86,0.57,5.44,988.28,11.94,11.22,0.88,5.94,11.94,4,9.23,6.55,11.94,2.27,0.13,,,0
155,4/25/2012,20039.324,1909,10.49728863,13.89,208,6.93,0.56,7.61,993.73,13.89,12.5,0.77,6.84,13.89,4,9.28,9.23,13.89,5.94,0.16,,,0
156,4/26/2012,19379.384,1955,9.912728389,14.84,213,7.23,0.49,4.14,1009.84,14.84,12.92,0.77,5.97,14.84,4,8.31,9.28,14.84,6.84,0.19,,,0
157,4/27/2012,19492.965,2018,9.65954658,10.03,37,7.3,0.74,4.9,1014.81,6.99,9.06,0.92,1.49,10.03,4,5.99,6.46,9.59,2.18,0.22,,,0
158,4/28/2012,21802.28701,2034,10.71892183,14.89,74,6.86,0.7,4.98,1004.79,14.89,10.28,0.86,6.21,14.89,4,8.68,5.99,14.89,1.49,0.26,,,0
159,4/29/2012,23521.636,2035,11.55854349,17.15,110,7.05,0.32,4.69,1012.09,17.15,13.13,0.68,11.28,17.15,5,11.28,8.68,17.15,6.21,0.29,,,0
160,4/30/2012,19711.568,2111,9.337549976,17.24,81,10.76,0.61,1.85,1015.82,17.24,9.29,0.84,8.31,17.24,4,9.98,11.28,17.24,11.28,0.33,,,0
161,5/1/2012,20052.462,2178,9.206823693,13.81,350,8.57,0.78,3.3,1019.49,13.81,8.66,0.85,6.06,13.81,4,8.16,9.73,13.81,7.76,0.36,,,0
162,5/2/2012,20800.04,2240,9.285732143,9.19,15,7.14,0.82,2.7,1012.04,7.6,9.04,0.9,5.97,7.73,4,7.38,7.99,8.75,5.92,0.4,,,0
163,5/3/2012,22983.43899,2294,10.01893592,9.02,12,5.93,0.78,2.56,1006.82,7.18,10.57,0.86,2.99,7.18,4,6.21,7.38,9.02,5.89,0.44,,,0
164,5/4/2012,23376.229,2338,9.998387081,9.71,39,2.9,0.63,4.28,1009.49,7.42,13.15,0.73,3.19,7.42,4,5.72,6.21,9.71,2.99,0.47,,,0
165,5/5/2012,24115.754,2357,10.23154603,8.37,43,2.79,0.73,2.75,1013.88,7.04,13.1,0.75,4.48,7.04,4,5.2,5.72,8.37,3.19,0.51,,,0
166,5/6/2012,25069.816,2358,10.6318134,14.48,160,6.55,0.52,2.54,1014.29,14.48,11.64,0.82,10.43,14.48,4,10.43,5.2,14.48,4.48,0.55,5/6/2012 0:00,Queen?s Diamond Jubilee (extra bank holiday),1
167,5/7/2012,24799.333,2359,10.51264646,17.24,196,10.02,0.51,3.13,1007.34,17.24,12.09,0.82,10.78,17.24,5,10.78,10.43,17.24,10.43,0.59,,,0
168,5/8/2012,22697.138,2462,9.218983753,15.18,202,11.78,0.77,3.06,1008.41,15.18,8.14,0.92,14.27,15.18,4,14.27,10.78,15.18,10.78,0.62,,,0
169,5/9/2012,23930.94,2524,9.481354993,17.12,213,13.92,0.79,6.59,1009.21,17.12,10.9,0.9,11.47,17.12,4,11.47,14.44,17.12,14.44,0.66,,,0
170,5/10/2012,23786.595,2586,9.198219257,15.88,270,6.23,0.45,5.09,1021.32,15.88,13.31,0.64,3.24,15.88,5,5.69,9.37,15.88,7.43,0.7,,,0
171,5/11/2012,23265.225,2665,8.729915573,14.44,343,1.98,0.16,2.6,1036.68,14.44,13.23,0.58,4.6,14.44,6,5.49,5.69,14.44,3.24,0.73,,,0
172,5/12/2012,24573.939,2685,9.152305028,16.26,226,3.74,0.19,3.29,1030.8,16.26,12.76,0.62,4.06,16.26,6,6.94,5.49,16.26,4.6,0.77,,,0
173,5/13/2012,25499.502,2685,9.497021229,11.41,229,6.17,0.43,4.56,1016.78,11.41,12.89,0.8,2.59,11.41,4,5.92,6.94,11.41,4.06,0.8,,,0
174,5/14/2012,25471.408,2772,9.188819625,11.27,300,4.71,0.41,3.89,1015.41,11.27,12.79,0.81,1.41,11.27,5,3.89,5.92,11.27,2.59,0.83,,,0
175,5/15/2012,26962.941,2852,9.454046633,13.46,283,2.52,0.31,2.65,1025.11,13.46,12.96,0.64,6.22,13.46,6,7.11,3.89,13.46,1.41,0.86,,,0
176,5/16/2012,23553.563,2909,8.096790305,14.06,131,4.54,0.42,2.52,1017.46,14.06,12.76,0.66,7.09,14.06,5,9.11,7.11,14.06,6.22,0.89,,,0
177,5/17/2012,26404.84,2995,8.816307179,15.77,105,8.52,0.46,2.19,1004.51,15.77,11.52,0.77,11.84,15.77,5,11.84,9.11,15.77,7.09,0.92,,,0
178,5/18/2012,27501.354,3081,8.92611295,16.42,254,9.48,0.65,0.61,1009.32,16.42,10.12,0.78,6.81,16.42,5,9.06,10.59,16.42,10.59,0.95,,,0
179,5/19/2012,27948.344,3105,9.001076973,12.18,20,7.63,0.87,4.33,1010.67,12.18,12.73,0.82,7.07,12.18,4,9.32,9.06,12.18,6.81,0.98,,,0
180,5/20/2012,30409.432,3106,9.790544752,16.22,348,9.33,0.75,4.53,1009.14,16.22,10.69,0.82,11.44,16.22,5,11.44,9.32,16.22,7.07,0.01,,,0
181,5/21/2012,28194.495,3199,8.813533918,24.43,339,12.84,0.47,3.98,1014.23,24.46,8.93,0.75,13.47,24.46,7,13.47,11.44,24.43,11.44,0.04,,,0
182,5/22/2012,27028.49,3285,8.227850837,25.37,343,14.32,0.17,2.18,1022.31,25.43,9.46,0.75,15.36,25.43,6,15.36,13.47,25.37,13.47,0.08,,,0
183,5/23/2012,26913.888,3351,8.031598926,25.45,43,15.89,0.31,1.93,1025.75,25.66,7.47,0.78,15.81,25.66,7,15.81,15.36,25.45,15.36,0.11,,,0
184,5/24/2012,27115.151,3406,7.960995596,24.14,69,12.14,0.09,4.88,1023.35,24.14,9.83,0.64,15.06,24.14,7,15.06,15.81,24.14,15.81,0.14,,,0
185,5/25/2012,27570.672,3462,7.96379896,24.64,76,10.24,0,5.15,1020.27,24.64,12.01,0.58,13.55,24.64,7,13.55,15.06,24.64,15.06,0.17,,,0
186,5/26/2012,28215.429,3473,8.124223725,25.98,83,10.22,0.13,3.3,1018.48,25.98,13.02,0.56,13.89,25.98,6,13.89,13.55,25.98,13.55,0.21,,,0
187,5/27/2012,29319.494,3474,8.439693149,25.58,264,12.16,0.21,0.71,1017.75,25.58,12.12,0.62,14.25,25.58,6,14.25,13.89,25.58,13.89,0.24,,,0
188,5/28/2012,28499.856,3518,8.101152929,22.37,19,12.93,0.33,1.06,1017.29,22.37,11.57,0.73,12.5,22.37,6,12.5,14.25,22.37,14.25,0.28,,,0
189,5/29/2012,28586.089,3571,8.005065528,24.11,216,12.61,0.4,2.37,1017.83,24.11,9.08,0.72,13.7,24.11,6,13.7,12.5,24.11,12.5,0.31,,,0
190,5/30/2012,28805.459,3615,7.968315075,19.54,267,12.02,0.48,4.31,1018.59,19.54,12.49,0.76,13.98,19.54,6,13.98,13.7,19.54,13.7,0.35,,,0
191,5/31/2012,29598.673,3668,8.069431025,20.08,320,12.69,0.63,0.84,1019.08,20.08,11.14,0.78,12.17,20.08,6,12.17,13.98,20.08,13.98,0.39,,,0
192,6/1/2012,30278.769,3717,8.146023406,17.54,94,10.58,0.71,4.71,1014.89,17.54,9.29,0.81,11.03,17.54,5,11.03,11.83,17.54,11.83,0.43,,,0
193,6/2/2012,31599.757,3741,8.446874364,12.19,91,10.73,0.82,4.54,1007.36,12.19,6.18,0.95,4.48,12.19,5,7.64,10.97,12.19,10.97,0.46,,,0
194,6/3/2012,34793.976,3740,9.303202139,13.89,20,6.87,0.56,3.37,1013.69,13.89,10.86,0.79,7.54,13.89,6,7.54,7.64,13.89,4.48,0.5,,,0
195,6/4/2012,33059.635,3741,8.837111735,15,160,8.14,0.51,3.42,1014.65,15,11.3,0.82,11.54,15,6,11.54,7.54,15,7.54,0.54,6/4/2012 0:00,Good Friday,1
196,6/5/2012,34515.655,3741,9.226317831,18.13,215,11.78,0.52,4.58,1002.58,18.13,11.86,0.82,12.6,18.13,6,12.6,12.52,18.13,12.52,0.58,,,0
197,6/6/2012,31933.458,3790,8.425714513,17.29,183,12.18,0.6,4.24,998.19,17.29,11.15,0.86,12.28,17.29,6,12.28,12.6,17.29,12.6,0.61,,,0
198,6/7/2012,33597.37499,3839,8.751595466,15.17,221,9.71,0.68,8.64,998.33,15.17,12.05,0.78,11.02,15.17,5,11.02,12.28,15.17,12.28,0.65,,,0
199,6/8/2012,34180.63,3881,8.807170832,17.92,251,6.44,0.38,6.62,1009.44,17.92,13.12,0.61,8.91,17.92,6,8.91,11.02,17.92,11.02,0.68,,,0
200,6/9/2012,33429.132,3908,8.554025589,17.22,119,9.33,0.4,1.56,1008.58,17.22,11.46,0.78,12.09,17.22,6,12.09,8.91,17.22,8.91,0.72,,,0
201,6/10/2012,35620.775,3907,9.117167904,13.28,33,11.57,0.85,4.37,1002,13.28,6.37,0.95,10.78,13.28,5,10.78,10.97,13.28,10.97,0.75,,,0
202,6/11/2012,37268.22301,3946,9.444557275,12.87,9,8.79,0.8,3.69,1008.62,12.87,11.81,0.83,7.54,12.87,5,7.54,10.46,12.87,10.46,0.78,,,0
203,6/12/2012,36505.28,3986,9.15837431,17.51,123,6.68,0.32,1.01,1016.35,17.51,12.6,0.67,7.79,17.51,6,8.7,7.54,17.51,7.54,0.81,,,0
204,6/13/2012,27945.086,3998,6.989766383,18.08,105,8.21,0.35,4.6,1016.24,18.08,12.6,0.71,12.91,18.08,6,12.91,8.7,18.08,7.79,0.84,,,0
205,6/14/2012,31563.784,3875,8.145492644,17.59,201,11.11,0.47,4.96,1008.12,17.59,12.31,0.78,12.57,17.59,6,12.57,12.91,17.59,12.91,0.87,,,0
206,6/15/2012,28245.463,3908,7.227600562,17.47,214,9.73,0.57,7.3,1008.62,17.47,13.13,0.72,12.46,17.47,6,12.46,12.57,17.47,12.57,0.9,,,0
207,6/16/2012,28835.047,3698,7.797470795,19.44,228,9.47,0.48,4.86,1016.26,19.44,13.33,0.67,11.17,19.44,6,11.17,12.46,19.44,12.46,0.93,,,0
208,6/17/2012,36371.083,4084,8.905750001,18.87,248,9.48,0.43,2.39,1016.94,18.87,12.49,0.73,10.1,18.87,6,10.1,11.17,18.87,11.17,0.96,,,0
209,6/18/2012,34255.847,4114,8.326652163,20.35,225,9.32,0.31,1.97,1019.22,20.35,12.84,0.68,11.47,20.35,7,11.47,10.1,20.35,10.1,0.99,,,0
210,6/19/2012,33553.422,4132,8.120382865,21.16,93,9.49,0.32,2.63,1016.69,21.16,12.33,0.64,13.92,21.16,6,13.92,11.47,21.16,11.47,0.03,,,0
211,6/20/2012,33290.998,4143,8.035481052,19.08,168,12.86,0.59,2.75,1006.07,19.08,9.83,0.84,11.44,19.08,5,11.44,11.52,19.08,11.52,0.06,,,0
212,6/21/2012,34897.881,4152,8.405077313,17.53,228,10.62,0.54,7.04,1010.38,17.53,12.92,0.78,11.01,17.53,5,11.01,11.44,17.53,11.44,0.09,,,0
213,6/22/2012,35143.522,4159,8.449993268,18.12,231,9.17,0.33,5.55,1019.39,18.12,13.23,0.71,11.65,18.12,6,11.65,11.01,18.12,11.01,0.12,,,0
214,6/23/2012,35936.236,4174,8.609543842,19.88,248,11.14,0.54,4.44,1012.31,19.88,12.12,0.77,12.11,19.88,6,12.11,11.65,19.88,11.65,0.16,,,0
215,6/24/2012,37537.689,4174,8.993217297,21.15,270,11.02,0.36,2.35,1017.44,21.15,13.18,0.7,14.04,21.15,6,14.04,12.11,21.15,12.11,0.19,,,0
216,6/25/2012,34570.67,4181,8.268517102,22.92,209,12.14,0.56,2.82,1019.93,22.92,12.83,0.69,17.74,22.92,6,17.56,14.04,22.92,14.04,0.23,,,0
217,6/26/2012,34439.92,4185,8.229371565,22.66,232,16.17,0.57,2.94,1017.53,22.78,12.44,0.82,17.22,22.78,6,17.11,17.56,22.66,17.74,0.27,,,0
218,6/27/2012,34593.253,4190,8.256146301,27.16,184,16.52,0.31,3.03,1005.5,28.64,12.79,0.75,13.96,28.64,6,13.96,16.23,27.16,16.23,0.3,,,0
219,6/28/2012,34114.677,4194,8.134162375,20.96,213,12.33,0.44,6.24,1004.93,20.96,13.04,0.75,15.29,20.96,6,15.29,13.96,20.96,13.96,0.34,,,0
220,6/29/2012,34444.352,4199,8.202989283,20.13,215,11.43,0.48,5.76,1008.1,20.13,12.92,0.71,11.01,20.13,6,11.01,13.61,20.13,13.61,0.38,,,0
221,6/30/2012,34421.895,4209,8.178164648,17.88,234,9.31,0.31,5.06,1014.12,17.88,13.2,0.7,12.47,17.88,6,12.47,11.01,17.88,11.01,0.42,,,0
222,7/1/2012,36555.652,4208,8.687179659,17.58,192,12.17,0.56,4.51,1015.49,17.58,11.97,0.83,15.52,17.58,6,15.43,12.47,17.58,12.47,0.45,,,0
223,7/2/2012,36552.416,4263,8.574341073,18.81,192,15.16,0.78,3.64,1013.77,18.81,11.54,0.9,16.12,18.81,5,15.95,15.43,18.81,15.52,0.49,,,0
224,7/3/2012,35671.761,4284,8.326741596,21.44,176,15.78,0.66,3.35,1009.62,21.44,11.02,0.85,15.2,21.44,6,15.2,15.95,21.44,16.12,0.53,,,0
225,7/4/2012,34921.62,4245,8.226530035,22.33,192,12.99,0.48,1.35,1009.33,22.33,12.73,0.71,14.78,22.33,6,14.78,15.2,22.33,15.2,0.56,,,0
226,7/5/2012,35166.289,4348,8.087922953,18.7,193,13.22,0.39,2.46,1007.45,18.7,11.89,0.82,13.42,18.7,5,13.42,14.78,18.7,14.78,0.6,7/5/2012 0:00,Early May bank holiday,1
227,7/6/2012,36397.907,4440,8.197726801,18.65,150,12.54,0.54,3.33,1007.26,18.65,11.28,0.81,14.28,18.65,6,14.28,13.42,18.65,13.42,0.63,,,0
228,7/7/2012,37877.552,4485,8.445385061,18.77,333,14.02,0.55,1.08,1005.49,18.77,10.94,0.89,14.38,18.77,6,14.38,14.28,18.77,14.28,0.67,,,0
229,7/8/2012,40721.068,4485,9.079390858,18,237,13.52,0.61,3.31,1010.95,18,11.28,0.85,13.96,18,5,13.96,14.38,18,14.38,0.7,,,0
230,7/9/2012,38590.282,4542,8.496319242,17.46,234,12.53,0.55,3.33,1010.77,17.46,12.18,0.84,12.07,17.46,6,12.07,13.28,17.46,13.28,0.73,,,0
231,7/10/2012,38256.101,4590,8.334662527,18.75,252,10.82,0.48,4.03,1010.87,18.75,13,0.79,10.04,18.75,6,10.04,12.07,18.75,12.07,0.76,,,0
232,7/11/2012,38083.2,4637,8.212896269,18.67,231,10.29,0.5,3.27,1012.07,18.67,12.34,0.8,13.15,18.67,6,13.15,10.04,18.67,10.04,0.79,,,0
233,7/12/2012,38564.387,4680,8.240253632,19.26,229,12.88,0.58,4.59,1002.07,19.26,12.26,0.83,13.66,19.26,6,13.66,14.21,19.26,14.21,0.82,,,0
234,7/13/2012,38797.33399,4715,8.228490773,16.44,281,12.58,0.63,1.68,1004.61,16.44,11.91,0.88,12.44,16.44,5,12.44,13.13,16.44,13.13,0.85,,,0
235,7/14/2012,40751.079,4741,8.595460663,18.26,272,9.03,0.39,3.45,1015.16,18.26,11.97,0.69,13.05,18.26,6,13.05,12.44,18.26,12.44,0.88,,,0
236,7/15/2012,40955.013,4741,8.638475637,17.06,234,12.67,0.68,5.27,1019.8,16.99,12.21,0.85,13.92,17.15,5,13.92,13.05,16.94,13.05,0.91,,,0
237,7/16/2012,40635.193,4740,8.572825527,22.44,254,14.26,0.55,4.9,1022.06,22.48,12.81,0.77,14.91,22.48,5,14.91,13.92,22.44,13.92,0.94,,,0
238,7/17/2012,38616.223,4740,8.14688249,18.52,230,14.28,0.72,5.3,1013.52,18.52,12.47,0.85,13.77,18.52,5,13.77,14.91,18.52,14.91,0.97,,,0
239,7/18/2012,39177.451,4741,8.263541658,20.18,267,11.56,0.48,4.41,1010.4,20.18,12.96,0.73,13.12,20.18,6,13.12,13.77,20.18,13.77,0.01,,,0
240,7/19/2012,38509.47,4738,8.127790206,17.77,340,11.44,0.54,1.52,1016.21,17.77,12.18,0.79,11.83,17.77,5,11.83,13.12,17.77,13.12,0.04,,,0
241,7/20/2012,39070.856,4745,8.234110854,19.89,57,9.86,0.36,0.9,1023.63,19.89,12.5,0.7,12.24,19.89,6,12.24,11.83,19.89,11.83,0.07,,,0
242,7/21/2012,38614.849,4745,8.13800822,22.86,205,10.53,0.22,3,1026.73,22.86,12.6,0.66,12.47,22.86,6,12.47,12.24,22.86,12.24,0.11,,,0
243,7/22/2012,39109.281,4745,8.242208851,27.18,209,10.92,0.19,3.21,1023.04,27.18,12.71,0.58,14.21,27.18,6,14.21,12.47,27.18,12.47,0.14,,,0
244,7/23/2012,37942.492,4747,7.992941226,28.32,154,12.24,0.02,0.87,1018.25,28.32,12.31,0.58,15.74,28.32,7,15.74,14.21,28.32,14.21,0.18,,,0
245,7/24/2012,37556.166,4745,7.914892729,29.37,68,12.96,0.2,0.81,1016.59,29.37,12.31,0.57,15.93,29.37,6,15.93,15.74,29.37,15.74,0.22,,,0
246,7/25/2012,37967.355,4746,7.999864096,26.44,80,12.8,0.12,2.8,1018.08,26.44,11.7,0.61,16.01,26.44,6,15.93,15.93,26.44,15.93,0.26,,,0
247,7/26/2012,37555.185,4745,7.914685986,23.79,355,15.07,0.36,1.48,1012.66,23.79,9.75,0.75,15.02,23.79,5,15.02,15.93,23.79,16.01,0.29,,,0
248,7/27/2012,39049.37,4748,8.224382898,21.09,296,8.16,0.44,2.52,1010.56,21.09,13.26,0.55,10.97,21.09,6,10.97,14.93,21.09,14.93,0.33,,,0
249,7/28/2012,38424.99699,4747,8.094585421,17.92,236,9.81,0.3,3.53,1011.76,17.92,12.97,0.75,8.53,17.92,5,9.86,10.97,17.92,10.97,0.37,,,0
250,7/29/2012,40675.1,4748,8.566786014,19.69,246,7.83,0.31,4.22,1015.19,19.69,12.92,0.65,11.52,19.69,5,11.52,9.86,19.69,8.53,0.41,,,0
251,7/30/2012,38372.445,4748,8.081812343,20.19,207,13.16,0.53,3.03,1014.62,20.19,11.57,0.84,13.69,20.19,5,13.69,11.52,20.19,11.52,0.44,,,0
252,7/31/2012,39006.678,4754,8.205022717,22.57,179,13.95,0.41,3.24,1009.58,22.57,11.3,0.79,15.61,22.57,5,15.61,13.69,22.57,13.69,0.48,,,0
253,8/1/2012,38332.487,4753,8.06490364,21.29,217,13.13,0.45,4.71,1010.31,21.29,12.63,0.74,13.09,21.29,4,13.09,15.61,21.29,15.61,0.52,,,0
254,8/2/2012,37860.225,4753,7.965542814,21.77,205,12.09,0.33,4.37,1012.49,21.77,12.63,0.73,14.36,21.77,5,14.36,13.09,21.77,13.09,0.55,,,0
255,8/3/2012,38068.5,4761,7.995904222,21.04,195,13.09,0.41,3.97,1010.03,21.04,12.89,0.77,12.98,21.04,5,12.98,14.36,21.04,14.36,0.58,,,0
256,8/4/2012,38825.176,4761,8.154836379,20.69,195,12.76,0.34,2.23,1007.24,20.69,11.99,0.79,14.77,20.69,5,14.77,12.98,20.69,12.98,0.62,,,0
257,8/5/2012,41253.624,4760,8.666727732,20.95,241,12.89,0.41,3.26,1009.08,20.95,12.78,0.77,11.49,20.95,5,11.49,14.77,20.95,14.77,0.65,,,0
258,8/6/2012,39361.10999,4761,8.267403905,19.32,239,11.42,0.46,3.83,1019.52,19.32,12.89,0.78,14.84,19.32,5,14.84,11.49,19.32,11.49,0.68,,,0
259,8/7/2012,39103.329,4761,8.21325961,22.8,260,14.56,0.54,1.73,1022.61,22.8,11.43,0.77,13.33,22.8,4,13.33,15.03,22.8,15.03,0.71,,,0
260,8/8/2012,38104.879,4761,8.003545264,25.92,48,13.31,0.27,0.52,1025.62,25.92,11.47,0.69,14.5,25.92,5,14.5,13.33,25.92,13.33,0.74,,,0
261,8/9/2012,37950.27,4761,7.971071204,24.99,114,13.77,0.23,0.55,1026.05,24.99,11.7,0.7,15.21,24.99,5,15.21,14.5,24.99,14.5,0.77,,,0
262,8/10/2012,37923.452,4760,7.967111765,22.91,92,12.38,0.24,4.3,1020.96,22.91,11.97,0.67,16.03,22.91,5,16.03,15.21,22.91,15.21,0.8,,,0
263,8/11/2012,38220.654,4760,8.02954916,25.13,123,14.21,0.24,2.43,1012.34,25.13,11.18,0.7,15.26,25.13,5,15.26,16.03,25.13,16.03,0.83,,,0
264,8/12/2012,39990.863,4760,8.401441807,22.68,176,14.78,0.42,2.92,1011.16,22.68,12.04,0.79,17.81,22.68,4,17.62,15.26,22.68,15.26,0.86,,,0
265,8/13/2012,38487.482,4761,8.083907162,23.97,175,15.33,0.44,2.31,1011.08,23.97,11.8,0.75,18.01,23.97,5,17.87,17.62,23.97,17.81,0.89,,,0
266,8/14/2012,37554.77,4761,7.888000421,22.57,146,15.23,0.26,2.67,1006.5,22.79,11.96,0.77,16.02,22.79,5,16.02,17.38,22.57,17.38,0.92,,,0
267,8/15/2012,38538.044,4761,8.0945272,21.67,197,13.28,0.42,4.22,1014.08,21.67,12.84,0.71,17.92,21.67,4,17.92,16.02,21.67,16.02,0.95,,,0
268,8/16/2012,37880.941,4760,7.958180882,27.23,175,14.11,0.45,3.71,1013.84,27.23,13.08,0.63,20.54,27.23,4,20.54,17.92,27.23,17.92,0.98,,,0
269,8/17/2012,37000.172,4760,7.773145378,29.86,215,15.92,0.23,2.17,1013.75,30.6,12.87,0.59,18.33,30.6,5,17.97,20.54,29.86,20.54,0.03,,,0
270,8/18/2012,38142.672,4759,8.014850179,28.88,251,17.77,0.21,0.76,1015.16,29.5,12.28,0.72,17.05,29.5,4,16.96,17.97,28.88,18.33,0.06,,,0
271,8/19/2012,40026.182,4759,8.410628703,24.54,231,15.64,0.34,2.78,1019.31,24.54,12.5,0.75,16.36,24.54,4,16.27,16.96,24.54,17.05,0.1,,,0
272,8/20/2012,38744.417,4758,8.143004835,22.09,240,13.99,0.34,2.54,1017.69,22.09,12.52,0.75,13.16,22.09,4,13.16,16.27,22.09,16.36,0.13,,,0
273,8/21/2012,37815.454,4761,7.942754463,21.48,248,11.88,0.34,4.6,1017.28,21.48,12.87,0.72,12.96,21.48,4,12.96,13.16,21.48,13.16,0.17,,,0
274,8/22/2012,37369.136,4763,7.845714046,22.04,231,11.29,0.37,2.6,1014.56,22.04,12.83,0.7,14.07,22.04,4,14.07,12.96,22.04,12.96,0.21,,,0
275,8/23/2012,37263.347,4763,7.823503463,20.27,186,12.3,0.44,2.88,1005.28,20.27,12.34,0.76,15.67,20.27,4,15.58,14.07,20.27,14.07,0.25,,,0
276,8/24/2012,37624.712,4763,7.899372664,20.93,222,14.85,0.52,3.94,1001.05,20.93,12.3,0.88,14.26,20.93,4,14.26,15.04,20.93,15.04,0.28,,,0
277,8/25/2012,38687.288,4762,8.124167996,21.01,268,10.74,0.51,4.39,1014.38,21.01,13.2,0.69,12.62,21.01,4,12.62,14.26,21.01,14.26,0.32,,,0
278,8/26/2012,38567.192,4761,8.100649444,20.99,182,12.62,0.32,3.82,1014.33,20.99,12.46,0.75,14.97,20.99,4,14.97,12.62,20.99,12.62,0.36,,,0
279,8/27/2012,39589.042,4761,8.315278723,22.5,224,13.49,0.39,4.17,1012.79,22.5,12.63,0.75,14.74,22.5,4,14.74,14.97,22.5,14.97,0.39,8/27/2012 0:00,Summer bank holiday,1
280,8/28/2012,38325.065,4762,8.048102688,19.69,197,12.95,0.36,4.15,1012.74,19.69,11.84,0.85,14.09,19.69,3,14.09,13.66,19.69,13.66,0.43,,,0
281,8/29/2012,39500.461,4762,8.294930912,16.92,292,11.14,0.4,2.65,1016.19,16.92,12.33,0.8,5.92,16.92,3,7.78,11.25,16.92,11.25,0.46,,,0
282,8/30/2012,39693.945,4761,8.337312538,17.72,321,5.08,0.33,3.21,1028.62,17.72,13.02,0.6,13.11,17.72,4,13.11,7.78,17.72,5.92,0.49,,,0
283,8/31/2012,38564.847,4762,8.098455901,20.53,236,11.33,0.55,2.53,1026.14,20.53,13.15,0.72,12.57,20.53,3,12.57,13.11,20.53,13.11,0.54,,,0
284,9/1/2012,39517.012,4761,8.300149548,18.35,247,13.66,0.56,3.11,1024.58,18.37,12.07,0.87,15.69,18.37,3,15.69,12.57,18.35,12.57,0.57,,,0
285,9/2/2012,42865.213,4762,9.001514699,24.34,291,13.16,0.5,1.15,1025.68,24.34,10.48,0.72,13.71,24.34,3,13.71,15.69,24.34,15.69,0.6,,,0
286,9/3/2012,39822.237,4761,8.364258979,24.79,299,14.14,0.42,1.9,1023.55,24.79,11.41,0.77,12.07,24.79,3,12.07,13.71,24.79,13.71,0.63,,,0
287,9/4/2012,39716.142,4763,8.338471971,19.97,5,7.83,0.27,3.26,1026.74,19.97,12.5,0.6,8.67,19.97,3,8.67,12.07,19.97,12.07,0.66,9/4/2012 0:00,Easter Monday,1
288,9/5/2012,38868.198,4765,8.157019517,20.76,233,8.34,0.46,1.88,1028.3,20.76,12.41,0.67,11.46,20.76,3,11.46,8.67,20.76,8.67,0.69,,,0
289,9/6/2012,38445.312,4762,8.073354053,25.76,249,9.58,0.18,2.97,1024.47,25.76,11.75,0.63,10.41,25.76,3,10.41,11.46,25.76,11.46,0.72,,,0
290,9/7/2012,38285.184,4764,8.036352645,27.12,215,9.27,0.14,1.39,1020.6,27.12,12.36,0.62,11.32,27.12,4,11.32,10.41,27.12,10.41,0.75,,,0
291,9/8/2012,39235.177,4764,8.235763433,27.78,202,10.83,0.22,2.97,1011.85,27.78,12.2,0.67,16.93,27.78,3,16.93,11.32,27.78,11.32,0.78,,,0
292,9/9/2012,40934.075,4764,8.592375105,20.21,216,14.19,0.59,5.69,1010.15,20.21,12.65,0.78,14.77,20.21,3,14.77,16.93,20.21,16.93,0.81,,,0
293,9/10/2012,40549.215,4764,8.51159005,17.82,261,8.07,0.37,4.84,1012.33,17.82,13.18,0.62,6.77,17.82,3,8.24,11.73,17.82,11.73,0.84,,,0
294,9/11/2012,39250.806,4765,8.237315004,17.92,254,7.95,0.34,3.93,1014.64,17.92,13.16,0.72,7.17,17.92,3,8.62,8.24,17.92,6.77,0.87,,,0
295,9/12/2012,39515.054,4773,8.278871569,17.64,274,7.18,0.37,2.92,1018.75,17.64,12.96,0.68,13.61,17.64,3,13.61,8.62,17.64,7.17,0.9,,,0
296,9/13/2012,39392.787,4785,8.232557367,20.69,266,10.23,0.56,5.42,1013.51,20.69,13.31,0.68,8.97,20.69,3,9.69,13.61,20.69,13.61,0.94,,,0
297,9/14/2012,39810.7,4801,8.292168298,21.12,247,9.53,0.22,2.87,1017.25,21.12,12.92,0.7,12.98,21.12,3,12.98,9.69,21.12,8.97,0.97,,,0
298,9/15/2012,40334.174,4801,8.401202666,18.31,232,11.04,0.66,3.88,1013.26,18.31,12.55,0.76,13.29,18.31,2,13.29,12.98,18.31,12.98,0.02,,,0
